Ref_Date,GEO,LEVEL,SEX,STATS,Vector,Coordinate,Value
2005,Quebec,Bachelor's,Males,Median,v88834253,6.2.2.2,45000.00
2010,Quebec,Bachelor's,Males,Median,v88834253,6.2.2.2,53000.00
2000,Quebec,Bachelor's,Males,75th percentile,v88834254,6.2.2.3,55000.00
2005,Quebec,Bachelor's,Males,75th percentile,v88834254,6.2.2.3,60000.00
2010,Quebec,Bachelor's,Males,75th percentile,v88834254,6.2.2.3,65000.00
2000,Quebec,Bachelor's,Females,25th percentile,v88834255,6.2.3.1,29000.00
2005,Quebec,Bachelor's,Females,25th percentile,v88834255,6.2.3.1,35000.00
2010,Quebec,Bachelor's,Females,25th percentile,v88834255,6.2.3.1,40000.00
2000,Quebec,Bachelor's,Females,Median,v88834256,6.2.3.2,35700.00
2005,Quebec,Bachelor's,Females,Median,v88834256,6.2.3.2,41000.00
2010,Quebec,Bachelor's,Females,Median,v88834256,6.2.3.2,47300.00
2000,Quebec,Bachelor's,Females,75th percentile,v88834257,6.2.3.3,44600.00
2005,Quebec,Bachelor's,Females,75th percentile,v88834257,6.2.3.3,50000.00
2010,Quebec,Bachelor's,Females,75th percentile,v88834257,6.2.3.3,57500.00
2000,Quebec,Master's,Both sexes,25th percentile,v88834258,6.3.1.1,37500.00
2005,Quebec,Master's,Both sexes,25th percentile,v88834258,6.3.1.1,41600.00
2010,Quebec,Master's,Both sexes,25th percentile,v88834258,6.3.1.1,52000.00
2000,Quebec,Master's,Both sexes,Median,v88834259,6.3.1.2,50000.00
2005,Quebec,Master's,Both sexes,Median,v88834259,6.3.1.2,54000.00
2010,Quebec,Master's,Both sexes,Median,v88834259,6.3.1.2,65000.00
2000,Quebec,Master's,Both sexes,75th percentile,v88834260,6.3.1.3,62000.00
2005,Quebec,Master's,Both sexes,75th percentile,v88834260,6.3.1.3,70000.00
2010,Quebec,Master's,Both sexes,75th percentile,v88834260,6.3.1.3,80000.00
2000,Quebec,Master's,Males,25th percentile,v88834261,6.3.2.1,40000.00
2005,Quebec,Master's,Males,25th percentile,v88834261,6.3.2.1,45000.00
2010,Quebec,Master's,Males,25th percentile,v88834261,6.3.2.1,56000.00
2000,Quebec,Master's,Males,Median,v88834262,6.3.2.2,54000.00
2005,Quebec,Master's,Males,Median,v88834262,6.3.2.2,60000.00
2010,Quebec,Master's,Males,Median,v88834262,6.3.2.2,70000.00
2000,Quebec,Master's,Males,75th percentile,v88834263,6.3.2.3,70000.00
2005,Quebec,Master's,Males,75th percentile,v88834263,6.3.2.3,82000.00
2010,Quebec,Master's,Males,75th percentile,v88834263,6.3.2.3,89000.00
2000,Quebec,Master's,Females,25th percentile,v88834264,6.3.3.1,36000.00
2005,Quebec,Master's,Females,25th percentile,v88834264,6.3.3.1,40000.00
2010,Quebec,Master's,Females,25th percentile,v88834264,6.3.3.1,52000.00
2000,Quebec,Master's,Females,Median,v88834265,6.3.3.2,45000.00
2005,Quebec,Master's,Females,Median,v88834265,6.3.3.2,49300.00
2010,Quebec,Master's,Females,Median,v88834265,6.3.3.2,60000.00
2000,Quebec,Master's,Females,75th percentile,v88834266,6.3.3.3,58000.00
2005,Quebec,Master's,Females,75th percentile,v88834266,6.3.3.3,62000.00
2010,Quebec,Master's,Females,75th percentile,v88834266,6.3.3.3,75500.00
2000,Quebec,Doctorate,Both sexes,25th percentile,v88834267,6.4.1.1,45600.00
2005,Quebec,Doctorate,Both sexes,25th percentile,v88834267,6.4.1.1,44200.00
2010,Quebec,Doctorate,Both sexes,25th percentile,v88834267,6.4.1.1,55000.00
2000,Quebec,Doctorate,Both sexes,Median,v88834268,6.4.1.2,58000.00
2005,Quebec,Doctorate,Both sexes,Median,v88834268,6.4.1.2,59000.00
2010,Quebec,Doctorate,Both sexes,Median,v88834268,6.4.1.2,72800.00
2000,Quebec,Doctorate,Both sexes,75th percentile,v88834269,6.4.1.3,75000.00
2005,Quebec,Doctorate,Both sexes,75th percentile,v88834269,6.4.1.3,73500.00
2010,Quebec,Doctorate,Both sexes,75th percentile,v88834269,6.4.1.3,99000.00
2000,Quebec,Doctorate,Males,25th percentile,v88834270,6.4.2.1,46800.00
2005,Quebec,Doctorate,Males,25th percentile,v88834270,6.4.2.1,44200.00
2010,Quebec,Doctorate,Males,25th percentile,v88834270,6.4.2.1,55000.00
2000,Quebec,Doctorate,Males,Median,v88834271,6.4.2.2,60000.00
2005,Quebec,Doctorate,Males,Median,v88834271,6.4.2.2,62000.00
2010,Quebec,Doctorate,Males,Median,v88834271,6.4.2.2,69400.00
2000,Quebec,Doctorate,Males,75th percentile,v88834272,6.4.2.3,75000.00
2005,Quebec,Doctorate,Males,75th percentile,v88834272,6.4.2.3,75000.00
2010,Quebec,Doctorate,Males,75th percentile,v88834272,6.4.2.3,92000.00
2000,Quebec,Doctorate,Females,25th percentile,v88834273,6.4.3.1,44400.00
2005,Quebec,Doctorate,Females,25th percentile,v88834273,6.4.3.1,44000.00
2010,Quebec,Doctorate,Females,25th percentile,v88834273,6.4.3.1,60000.00
2000,Quebec,Doctorate,Females,Median,v88834274,6.4.3.2,57000.00
2005,Quebec,Doctorate,Females,Median,v88834274,6.4.3.2,56000.00
2010,Quebec,Doctorate,Females,Median,v88834274,6.4.3.2,73000.00
2000,Quebec,Doctorate,Females,75th percentile,v88834275,6.4.3.3,75000.00
2005,Quebec,Doctorate,Females,75th percentile,v88834275,6.4.3.3,69900.00
2010,Quebec,Doctorate,Females,75th percentile,v88834275,6.4.3.3,112000.00
2000,Ontario,College,Both sexes,25th percentile,v88834276,7.1.1.1,25000.00
2005,Ontario,College,Both sexes,25th percentile,v88834276,7.1.1.1,27000.00
2010,Ontario,College,Both sexes,25th percentile,v88834276,7.1.1.1,32000.00
2000,Ontario,College,Both sexes,Median,v88834277,7.1.1.2,33500.00
2005,Ontario,College,Both sexes,Median,v88834277,7.1.1.2,35000.00
2010,Ontario,College,Both sexes,Median,v88834277,7.1.1.2,40600.00
2000,Ontario,College,Both sexes,75th percentile,v88834278,7.1.1.3,41200.00
2005,Ontario,College,Both sexes,75th percentile,v88834278,7.1.1.3,44200.00
2010,Ontario,College,Both sexes,75th percentile,v88834278,7.1.1.3,56000.00
2000,Ontario,College,Males,25th percentile,v88834279,7.1.2.1,28600.00
2005,Ontario,College,Males,25th percentile,v88834279,7.1.2.1,30000.00
2010,Ontario,College,Males,25th percentile,v88834279,7.1.2.1,37200.00
2000,Ontario,College,Males,Median,v88834280,7.1.2.2,36400.00
2005,Ontario,College,Males,Median,v88834280,7.1.2.2,38600.00
2010,Ontario,College,Males,Median,v88834280,7.1.2.2,46200.00
2000,Ontario,College,Males,75th percentile,v88834281,7.1.2.3,46300.00
2005,Ontario,College,Males,75th percentile,v88834281,7.1.2.3,48700.00
2010,Ontario,College,Males,75th percentile,v88834281,7.1.2.3,65000.00
2000,Ontario,College,Females,25th percentile,v88834282,7.1.3.1,23400.00
2005,Ontario,College,Females,25th percentile,v88834282,7.1.3.1,26000.00
2010,Ontario,College,Females,25th percentile,v88834282,7.1.3.1,30200.00
2000,Ontario,College,Females,Median,v88834283,7.1.3.2,31000.00
2005,Ontario,College,Females,Median,v88834283,7.1.3.2,32000.00
2010,Ontario,College,Females,Median,v88834283,7.1.3.2,37400.00
2000,Ontario,College,Females,75th percentile,v88834284,7.1.3.3,38000.00
2005,Ontario,College,Females,75th percentile,v88834284,7.1.3.3,41900.00
2010,Ontario,College,Females,75th percentile,v88834284,7.1.3.3,51000.00
2000,Ontario,Bachelor's,Both sexes,25th percentile,v88834285,7.2.1.1,32000.00
2005,Ontario,Bachelor's,Both sexes,25th percentile,v88834285,7.2.1.1,36500.00
2010,Ontario,Bachelor's,Both sexes,25th percentile,v88834285,7.2.1.1,39500.00
2000,Ontario,Bachelor's,Both sexes,Median,v88834286,7.2.1.2,40000.00
2005,Ontario,Bachelor's,Both sexes,Median,v88834286,7.2.1.2,45500.00
2010,Ontario,Bachelor's,Both sexes,Median,v88834286,7.2.1.2,54000.00
2000,Ontario,Bachelor's,Both sexes,75th percentile,v88834287,7.2.1.3,49000.00
2005,Ontario,Bachelor's,Both sexes,75th percentile,v88834287,7.2.1.3,55000.00
2010,Ontario,Bachelor's,Both sexes,75th percentile,v88834287,7.2.1.3,67000.00
2000,Ontario,Bachelor's,Males,25th percentile,v88834288,7.2.2.1,35000.00
2005,Ontario,Bachelor's,Males,25th percentile,v88834288,7.2.2.1,40000.00
2010,Ontario,Bachelor's,Males,25th percentile,v88834288,7.2.2.1,42000.00
2000,Ontario,Bachelor's,Males,Median,v88834289,7.2.2.2,42400.00
2005,Ontario,Bachelor's,Males,Median,v88834289,7.2.2.2,48000.00
2010,Ontario,Bachelor's,Males,Median,v88834289,7.2.2.2,58200.00
2000,Ontario,Bachelor's,Males,75th percentile,v88834290,7.2.2.3,56000.00
2005,Ontario,Bachelor's,Males,75th percentile,v88834290,7.2.2.3,60000.00
2010,Ontario,Bachelor's,Males,75th percentile,v88834290,7.2.2.3,72800.00
2000,Ontario,Bachelor's,Females,25th percentile,v88834291,7.2.3.1,31200.00
2005,Ontario,Bachelor's,Females,25th percentile,v88834291,7.2.3.1,35000.00
2010,Ontario,Bachelor's,Females,25th percentile,v88834291,7.2.3.1,38000.00
2000,Ontario,Bachelor's,Females,Median,v88834292,7.2.3.2,38000.00
2005,Ontario,Bachelor's,Females,Median,v88834292,7.2.3.2,45000.00
2010,Ontario,Bachelor's,Females,Median,v88834292,7.2.3.2,53000.00
2000,Ontario,Bachelor's,Females,75th percentile,v88834293,7.2.3.3,45600.00
2005,Ontario,Bachelor's,Females,75th percentile,v88834293,7.2.3.3,52000.00
2010,Ontario,Bachelor's,Females,75th percentile,v88834293,7.2.3.3,65000.00
2000,Ontario,Master's,Both sexes,25th percentile,v88834294,7.3.1.1,43000.00
2005,Ontario,Master's,Both sexes,25th percentile,v88834294,7.3.1.1,50000.00
2010,Ontario,Master's,Both sexes,25th percentile,v88834294,7.3.1.1,50000.00
2000,Ontario,Master's,Both sexes,Median,v88834295,7.3.1.2,54000.00
2005,Ontario,Master's,Both sexes,Median,v88834295,7.3.1.2,61000.00
2010,Ontario,Master's,Both sexes,Median,v88834295,7.3.1.2,70000.00
2000,Ontario,Master's,Both sexes,75th percentile,v88834296,7.3.1.3,71000.00
2005,Ontario,Master's,Both sexes,75th percentile,v88834296,7.3.1.3,79000.00
2010,Ontario,Master's,Both sexes,75th percentile,v88834296,7.3.1.3,88900.00
2000,Ontario,Master's,Males,25th percentile,v88834297,7.3.2.1,46800.00
2005,Ontario,Master's,Males,25th percentile,v88834297,7.3.2.1,50000.00
2010,Ontario,Master's,Males,25th percentile,v88834297,7.3.2.1,58000.00
2000,Ontario,Master's,Males,Median,v88834298,7.3.2.2,60000.00
2005,Ontario,Master's,Males,Median,v88834298,7.3.2.2,65000.00
2010,Ontario,Master's,Males,Median,v88834298,7.3.2.2,76500.00
2000,Ontario,Master's,Males,75th percentile,v88834299,7.3.2.3,80000.00
2005,Ontario,Master's,Males,75th percentile,v88834299,7.3.2.3,92000.00
2010,Ontario,Master's,Males,75th percentile,v88834299,7.3.2.3,100000.00
2000,Ontario,Master's,Females,25th percentile,v88834300,7.3.3.1,41600.00
2005,Ontario,Master's,Females,25th percentile,v88834300,7.3.3.1,48700.00
2010,Ontario,Master's,Females,25th percentile,v88834300,7.3.3.1,46000.00
2000,Ontario,Master's,Females,Median,v88834301,7.3.3.2,51000.00
2005,Ontario,Master's,Females,Median,v88834301,7.3.3.2,60000.00
2010,Ontario,Master's,Females,Median,v88834301,7.3.3.2,64000.00
2000,Ontario,Master's,Females,75th percentile,v88834302,7.3.3.3,63000.00
2005,Ontario,Master's,Females,75th percentile,v88834302,7.3.3.3,72000.00
2010,Ontario,Master's,Females,75th percentile,v88834302,7.3.3.3,80000.00
2000,Ontario,Doctorate,Both sexes,25th percentile,v88834303,7.4.1.1,43000.00
2005,Ontario,Doctorate,Both sexes,25th percentile,v88834303,7.4.1.1,51000.00
2010,Ontario,Doctorate,Both sexes,25th percentile,v88834303,7.4.1.1,60000.00
2000,Ontario,Doctorate,Both sexes,Median,v88834304,7.4.1.2,58000.00
2005,Ontario,Doctorate,Both sexes,Median,v88834304,7.4.1.2,67500.00
2010,Ontario,Doctorate,Both sexes,Median,v88834304,7.4.1.2,80000.00
2000,Ontario,Doctorate,Both sexes,75th percentile,v88834305,7.4.1.3,72000.00
2005,Ontario,Doctorate,Both sexes,75th percentile,v88834305,7.4.1.3,80000.00
2010,Ontario,Doctorate,Both sexes,75th percentile,v88834305,7.4.1.3,95000.00
2000,Ontario,Doctorate,Males,25th percentile,v88834306,7.4.2.1,42900.00
2005,Ontario,Doctorate,Males,25th percentile,v88834306,7.4.2.1,49400.00
2010,Ontario,Doctorate,Males,25th percentile,v88834306,7.4.2.1,60000.00
2000,Ontario,Doctorate,Males,Median,v88834307,7.4.2.2,58800.00
2005,Ontario,Doctorate,Males,Median,v88834307,7.4.2.2,68000.00
2010,Ontario,Doctorate,Males,Median,v88834307,7.4.2.2,80000.00
2000,Ontario,Doctorate,Males,75th percentile,v88834308,7.4.2.3,75000.00
2005,Ontario,Doctorate,Males,75th percentile,v88834308,7.4.2.3,81000.00
2010,Ontario,Doctorate,Males,75th percentile,v88834308,7.4.2.3,100000.00
2000,Ontario,Doctorate,Females,25th percentile,v88834309,7.4.3.1,44200.00
2005,Ontario,Doctorate,Females,25th percentile,v88834309,7.4.3.1,54000.00
2010,Ontario,Doctorate,Females,25th percentile,v88834309,7.4.3.1,60000.00
2000,Ontario,Doctorate,Females,Median,v88834310,7.4.3.2,56000.00
2005,Ontario,Doctorate,Females,Median,v88834310,7.4.3.2,67000.00
2010,Ontario,Doctorate,Females,Median,v88834310,7.4.3.2,77500.00
2000,Ontario,Doctorate,Females,75th percentile,v88834311,7.4.3.3,68000.00
2005,Ontario,Doctorate,Females,75th percentile,v88834311,7.4.3.3,80000.00
2010,Ontario,Doctorate,Females,75th percentile,v88834311,7.4.3.3,92000.00
2000,Manitoba,College,Both sexes,25th percentile,v88834312,8.1.1.1,21800.00
2005,Manitoba,College,Both sexes,25th percentile,v88834312,8.1.1.1,26000.00
2010,Manitoba,College,Both sexes,25th percentile,v88834312,8.1.1.1,31600.00
2000,Manitoba,College,Both sexes,Median,v88834313,8.1.1.2,26500.00
2005,Manitoba,College,Both sexes,Median,v88834313,8.1.1.2,32700.00
2010,Manitoba,College,Both sexes,Median,v88834313,8.1.1.2,40700.00
2000,Manitoba,College,Both sexes,75th percentile,v88834314,8.1.1.3,35000.00
2005,Manitoba,College,Both sexes,75th percentile,v88834314,8.1.1.3,41600.00
2010,Manitoba,College,Both sexes,75th percentile,v88834314,8.1.1.3,56200.00
2000,Manitoba,College,Males,25th percentile,v88834315,8.1.2.1,25000.00
2005,Manitoba,College,Males,25th percentile,v88834315,8.1.2.1,29000.00
2010,Manitoba,College,Males,25th percentile,v88834315,8.1.2.1,35400.00
2000,Manitoba,College,Males,Median,v88834316,8.1.2.2,31200.00
2005,Manitoba,College,Males,Median,v88834316,8.1.2.2,34300.00
2010,Manitoba,College,Males,Median,v88834316,8.1.2.2,48000.00
2000,Manitoba,College,Males,75th percentile,v88834317,8.1.2.3,41600.00
2005,Manitoba,College,Males,75th percentile,v88834317,8.1.2.3,43000.00
2010,Manitoba,College,Males,75th percentile,v88834317,8.1.2.3,60000.00
2000,Manitoba,College,Females,25th percentile,v88834318,8.1.3.1,20700.00
2005,Manitoba,College,Females,25th percentile,v88834318,8.1.3.1,25000.00
2010,Manitoba,College,Females,25th percentile,v88834318,8.1.3.1,29500.00
2000,Manitoba,College,Females,Median,v88834319,8.1.3.2,24500.00
2005,Manitoba,College,Females,Median,v88834319,8.1.3.2,30000.00
2010,Manitoba,College,Females,Median,v88834319,8.1.3.2,36600.00
2000,Manitoba,College,Females,75th percentile,v88834320,8.1.3.3,30300.00
2005,Manitoba,College,Females,75th percentile,v88834320,8.1.3.3,39000.00
2010,Manitoba,College,Females,75th percentile,v88834320,8.1.3.3,44200.00
2000,Manitoba,Bachelor's,Both sexes,25th percentile,v88834321,8.2.1.1,28100.00
2005,Manitoba,Bachelor's,Both sexes,25th percentile,v88834321,8.2.1.1,31200.00
2010,Manitoba,Bachelor's,Both sexes,25th percentile,v88834321,8.2.1.1,43800.00
2000,Manitoba,Bachelor's,Both sexes,Median,v88834322,8.2.1.2,36000.00
2005,Manitoba,Bachelor's,Both sexes,Median,v88834322,8.2.1.2,43300.00
2010,Manitoba,Bachelor's,Both sexes,Median,v88834322,8.2.1.2,57000.00
2000,Manitoba,Bachelor's,Both sexes,75th percentile,v88834323,8.2.1.3,44200.00
2005,Manitoba,Bachelor's,Both sexes,75th percentile,v88834323,8.2.1.3,54600.00
2010,Manitoba,Bachelor's,Both sexes,75th percentile,v88834323,8.2.1.3,66000.00
2000,Manitoba,Bachelor's,Males,25th percentile,v88834324,8.2.2.1,28800.00
2005,Manitoba,Bachelor's,Males,25th percentile,v88834324,8.2.2.1,34000.00
2010,Manitoba,Bachelor's,Males,25th percentile,v88834324,8.2.2.1,46000.00
2000,Manitoba,Bachelor's,Males,Median,v88834325,8.2.2.2,36400.00
2005,Manitoba,Bachelor's,Males,Median,v88834325,8.2.2.2,45000.00
2010,Manitoba,Bachelor's,Males,Median,v88834325,8.2.2.2,60000.00
2000,Manitoba,Bachelor's,Males,75th percentile,v88834326,8.2.2.3,45000.00
2005,Manitoba,Bachelor's,Males,75th percentile,v88834326,8.2.2.3,57000.00
2010,Manitoba,Bachelor's,Males,75th percentile,v88834326,8.2.2.3,74000.00
2000,Manitoba,Bachelor's,Females,25th percentile,v88834327,8.2.3.1,28000.00
2005,Manitoba,Bachelor's,Females,25th percentile,v88834327,8.2.3.1,30000.00
2010,Manitoba,Bachelor's,Females,25th percentile,v88834327,8.2.3.1,40600.00
2000,Manitoba,Bachelor's,Females,Median,v88834328,8.2.3.2,36000.00
2005,Manitoba,Bachelor's,Females,Median,v88834328,8.2.3.2,43000.00
2010,Manitoba,Bachelor's,Females,Median,v88834328,8.2.3.2,55000.00
2000,Manitoba,Bachelor's,Females,75th percentile,v88834329,8.2.3.3,42900.00
2005,Manitoba,Bachelor's,Females,75th percentile,v88834329,8.2.3.3,52000.00
2010,Manitoba,Bachelor's,Females,75th percentile,v88834329,8.2.3.3,63800.00
2000,Manitoba,Master's,Both sexes,25th percentile,v88834330,8.3.1.1,40000.00
2005,Manitoba,Master's,Both sexes,25th percentile,v88834330,8.3.1.1,48000.00
2010,Manitoba,Master's,Both sexes,25th percentile,v88834330,8.3.1.1,57000.00
2000,Manitoba,Master's,Both sexes,Median,v88834331,8.3.1.2,50000.00
2005,Manitoba,Master's,Both sexes,Median,v88834331,8.3.1.2,60000.00
2010,Manitoba,Master's,Both sexes,Median,v88834331,8.3.1.2,68000.00
2000,Manitoba,Master's,Both sexes,75th percentile,v88834332,8.3.1.3,60000.00
2005,Manitoba,Master's,Both sexes,75th percentile,v88834332,8.3.1.3,73000.00
2010,Manitoba,Master's,Both sexes,75th percentile,v88834332,8.3.1.3,89000.00
2000,Manitoba,Master's,Males,25th percentile,v88834333,8.3.2.1,39300.00
2005,Manitoba,Master's,Males,25th percentile,v88834333,8.3.2.1,50000.00
2010,Manitoba,Master's,Males,25th percentile,v88834333,8.3.2.1,57000.00
2000,Manitoba,Master's,Males,Median,v88834334,8.3.2.2,48000.00
2005,Manitoba,Master's,Males,Median,v88834334,8.3.2.2,61000.00
2010,Manitoba,Master's,Males,Median,v88834334,8.3.2.2,70000.00
2000,Manitoba,Master's,Males,75th percentile,v88834335,8.3.2.3,60000.00
2005,Manitoba,Master's,Males,75th percentile,v88834335,8.3.2.3,75000.00
2010,Manitoba,Master's,Males,75th percentile,v88834335,8.3.2.3,91000.00
2000,Manitoba,Master's,Females,25th percentile,v88834336,8.3.3.1,41300.00
2005,Manitoba,Master's,Females,25th percentile,v88834336,8.3.3.1,46800.00
2010,Manitoba,Master's,Females,25th percentile,v88834336,8.3.3.1,56400.00
2000,Manitoba,Master's,Females,Median,v88834337,8.3.3.2,52000.00
2005,Manitoba,Master's,Females,Median,v88834337,8.3.3.2,60000.00
2010,Manitoba,Master's,Females,Median,v88834337,8.3.3.2,65000.00
2000,Manitoba,Master's,Females,75th percentile,v88834338,8.3.3.3,58700.00
2005,Manitoba,Master's,Females,75th percentile,v88834338,8.3.3.3,71000.00
2010,Manitoba,Master's,Females,75th percentile,v88834338,8.3.3.3,85000.00
2000,Manitoba,Doctorate,Both sexes,25th percentile,v88834339,8.4.1.1,47000.00
2005,Manitoba,Doctorate,Both sexes,25th percentile,v88834339,8.4.1.1,48400.00
2010,Manitoba,Doctorate,Both sexes,25th percentile,v88834339,8.4.1.1,72000.00
2000,Manitoba,Doctorate,Both sexes,Median,v88834340,8.4.1.2,56500.00
2005,Manitoba,Doctorate,Both sexes,Median,v88834340,8.4.1.2,58000.00
2010,Manitoba,Doctorate,Both sexes,Median,v88834340,8.4.1.2,82000.00
2000,Manitoba,Doctorate,Both sexes,75th percentile,v88834341,8.4.1.3,73000.00
2005,Manitoba,Doctorate,Both sexes,75th percentile,v88834341,8.4.1.3,75000.00
2010,Manitoba,Doctorate,Both sexes,75th percentile,v88834341,8.4.1.3,85000.00
2000,Manitoba,Doctorate,Males,25th percentile,v88834342,8.4.2.1,47000.00
2005,Manitoba,Doctorate,Males,25th percentile,v88834342,8.4.2.1,45000.00
2010,Manitoba,Doctorate,Males,25th percentile,v88834342,8.4.2.1,59000.00
2000,Manitoba,Doctorate,Males,Median,v88834343,8.4.2.2,58000.00
2005,Manitoba,Doctorate,Males,Median,v88834343,8.4.2.2,57700.00
2010,Manitoba,Doctorate,Males,Median,v88834343,8.4.2.2,82000.00
2000,Manitoba,Doctorate,Males,75th percentile,v88834344,8.4.2.3,75000.00
2005,Manitoba,Doctorate,Males,75th percentile,v88834344,8.4.2.3,74000.00
2010,Manitoba,Doctorate,Males,75th percentile,v88834344,8.4.2.3,93000.00
2000,Manitoba,Doctorate,Females,25th percentile,v88834345,8.4.3.1,x
2005,Manitoba,Doctorate,Females,25th percentile,v88834345,8.4.3.1,x
2010,Manitoba,Doctorate,Females,25th percentile,v88834345,8.4.3.1,74200.00
2000,Manitoba,Doctorate,Females,Median,v88834346,8.4.3.2,55000.00
2005,Manitoba,Doctorate,Females,Median,v88834346,8.4.3.2,66000.00
2010,Manitoba,Doctorate,Females,Median,v88834346,8.4.3.2,82000.00
2000,Manitoba,Doctorate,Females,75th percentile,v88834347,8.4.3.3,x
2005,Manitoba,Doctorate,Females,75th percentile,v88834347,8.4.3.3,x
2010,Manitoba,Doctorate,Females,75th percentile,v88834347,8.4.3.3,84000.00
2000,Saskatchewan,College,Both sexes,25th percentile,v88834348,9.1.1.1,22700.00
2005,Saskatchewan,College,Both sexes,25th percentile,v88834348,9.1.1.1,28200.00
2010,Saskatchewan,College,Both sexes,25th percentile,v88834348,9.1.1.1,39000.00
2000,Saskatchewan,College,Both sexes,Median,v88834349,9.1.1.2,28300.00
2005,Saskatchewan,College,Both sexes,Median,v88834349,9.1.1.2,39000.00
2010,Saskatchewan,College,Both sexes,Median,v88834349,9.1.1.2,52000.00
2000,Saskatchewan,College,Both sexes,75th percentile,v88834350,9.1.1.3,35400.00
2005,Saskatchewan,College,Both sexes,75th percentile,v88834350,9.1.1.3,52000.00
2010,Saskatchewan,College,Both sexes,75th percentile,v88834350,9.1.1.3,65400.00
2000,Saskatchewan,College,Males,25th percentile,v88834351,9.1.2.1,25000.00
2005,Saskatchewan,College,Males,25th percentile,v88834351,9.1.2.1,32400.00
2010,Saskatchewan,College,Males,25th percentile,v88834351,9.1.2.1,48500.00
2000,Saskatchewan,College,Males,Median,v88834352,9.1.2.2,32000.00
2005,Saskatchewan,College,Males,Median,v88834352,9.1.2.2,43000.00
2010,Saskatchewan,College,Males,Median,v88834352,9.1.2.2,58500.00
2000,Saskatchewan,College,Males,75th percentile,v88834353,9.1.2.3,40900.00
2005,Saskatchewan,College,Males,75th percentile,v88834353,9.1.2.3,59300.00
2010,Saskatchewan,College,Males,75th percentile,v88834353,9.1.2.3,73000.00
2000,Saskatchewan,College,Females,25th percentile,v88834354,9.1.3.1,21400.00
2005,Saskatchewan,College,Females,25th percentile,v88834354,9.1.3.1,26000.00
2010,Saskatchewan,College,Females,25th percentile,v88834354,9.1.3.1,36400.00
2000,Saskatchewan,College,Females,Median,v88834355,9.1.3.2,26500.00
2005,Saskatchewan,College,Females,Median,v88834355,9.1.3.2,34300.00
2010,Saskatchewan,College,Females,Median,v88834355,9.1.3.2,40600.00
2000,Saskatchewan,College,Females,75th percentile,v88834356,9.1.3.3,31200.00
2005,Saskatchewan,College,Females,75th percentile,v88834356,9.1.3.3,47800.00
2010,Saskatchewan,College,Females,75th percentile,v88834356,9.1.3.3,54200.00
2000,Saskatchewan,Bachelor's,Both sexes,25th percentile,v88834357,9.2.1.1,31200.00
2005,Saskatchewan,Bachelor's,Both sexes,25th percentile,v88834357,9.2.1.1,37000.00
2010,Saskatchewan,Bachelor's,Both sexes,25th percentile,v88834357,9.2.1.1,49400.00
